datapoint_id,ref,study,doi,np_class,np_composition,np_size_nm,base_oil_category,base_oil_specific,concentration_wt_pct,load_N,tribometer,test_conditions,baseline_cof,nano_cof,cof_reduction_pct,wear_metric,baseline_wear,nano_wear,wear_reduction_pct,wear_unit,cof_source,wear_source,quote,confidence,notes,source_type,np_class_note,np_size_nm_num,concentration_wt_pct_num,load_N_num,baseline_cof_num,nano_cof_num,cof_reduction_pct_num,baseline_wear_num,nano_wear_num,wear_reduction_pct_num,conc_basis,cls_metal,cls_metal_oxide,cls_carbon,cls_metal_sulfide,cls_hybrid,oil_mineral,oil_pao,oil_synth_ester,oil_veg_bio,oil_water,oil_mixed,has_cof,has_wear,size_imputed_flag,np_size_nm_imp
D033,[19],Padgurskas 2013 Tribol Int,10.1016/j.triboint.2012.10.024,Hybrid,Co+Cu mixture (0.25+0.25),65.0,Mineral,SAE 10 mineral oil,0.5,150.0,four-ball (friction torque),"150 N (1.05 GPa), 1420 rpm, 1 h, RT; 100Cr6 balls 12.7 mm; DIN 51350-3",,,53.0,WSD,,,44.0,,p.226-227 text,p.228 text,no differences in the friction reduction provided by the CoCu and FeCu mixtures ... (44% lower wear),High,Co+Cu mixture; friction ~53% (same as Fe+Cu); Cu is the active component; explicit % from text (friction-torque reduction = COF; WSD reduction); 0.5 g/100mL total metal (Table1; text also says 0.25 wt% - basis ambiguous); absolute COF/WSD not tabulated,folder-PDF,,65.0,0.5,150.0,,,53.0,,,44.0,g/100mL,0,0,0,0,1,1,0,0,0,0,0,1,1,0,65.0
D034,[20],Gonzalez-Rodriguez 2016 ACSAMI,10.1021/acsami.6b02541,Metal,"Bi (bismuth metal, 99.9%)",,Water-Based,"water (2 wt% aqueous suspension, dried to powder film on pin)",2.0,10.0,"pin-on-disc (high-temp PoD, CSM Instruments)",25-580 degC; 1 mm/s; contact pressure 370 kPa; flattened steel pin on EN10278 steel disc; ~30 s; best <200 degC,0.32,0.08,75.0,,,,,,Abstract; p.5 text; Fig 1,,Bi powders...overall reduction of the CoF by a factor of 3 compared to the reference metal-metal contact,Med,"Solid/dry powder lubricant (not oil-dispersed); MICROparticles D10-D90 2.09-20.46 um, D50 6.42 um (not nm) so size left blank. Ref unlubricated metal-metal CoF 0.32; Bi mu~0.08 <200degC (abstract). Paper states 'factor of 3' (~67%); computed 75% from 0.32->0.08. High-temperature process lubricant. No wear metric reported.",folder-PDF,,,2.0,10.0,0.32,0.08,75.0,,,,wt%,1,0,0,0,0,0,0,0,0,1,0,1,0,1,42.5
D035,[20],Gonzalez-Rodriguez 2016 ACSAMI,10.1021/acsami.6b02541,Metal-Sulfide,"Bi2S3 (bismuth(III) sulfide, 99.9%)",,Water-Based,"water (2 wt% aqueous suspension, dried to powder film on pin)",2.0,10.0,"pin-on-disc (high-temp PoD, CSM Instruments)",25-580 degC; 1 mm/s; 370 kPa; steel pin on EN10278 steel disc; best >500 degC,0.32,0.15,53.1,,,,,,Abstract; Fig 4; Conclusions,,Bi2S3 performed best as a lubricant above 500 degC with a reduction in CoF by a factor of 2,Med,Solid/dry powder lubricant; MICROparticles D50 11.51 um (size blank). mu~0.15 above 500degC (abstract). Paper states 'factor of 2' / 'half of metal-metal' (~50%); computed 53% from 0.32->0.15. No wear metric reported.,folder-PDF,,,2.0,10.0,0.32,0.15,53.1,,,,wt%,0,0,0,1,0,0,0,0,0,1,0,1,0,1,110.0
D036,[21],Flores-Castaneda 2015 J Alloys Compd,10.1016/j.jallcom.2014.12.054,Metal,"Bi (bismuth, laser-ablated in oil, 99.99% target)",,Mineral,BS900 heavy mineral base oil,0.034,392.0,four-ball,75 degC; 392 N (40 kgF); 1200 rpm; 30 min; ASTM D4172-94; AISI 52100 steel balls,0.074,0.048,35.1,WSD,535.0,454.0,15.1,um,p.S69 text (Fig 3),p.S69 text (Fig 3),for a maximum concentration...in the heavy base oil of 310mg/L the WSD decrease to 454 um and the CoF decrease to 0.048,Med,Conc 310 mg/L converted to ~0.034 wt% (oil density 0.91 g/mL). Bi NP 3-65 nm (SAXS/TEM); size varied w/ conc so left blank. Conclusions state heavy oil CoF 0.074->0.047 (~36%); used Results-text nano 0.048. Max/optimum conc; intermediate concs only in Figs 3/5.,folder-PDF,,,0.034,392.0,0.074,0.048,35.1,535.0,454.0,15.1,mg/L,1,0,0,0,0,1,0,0,0,0,0,1,1,1,42.5
D037,[21],Flores-Castaneda 2015 J Alloys Compd,10.1016/j.jallcom.2014.12.054,Metal,"Bi (bismuth, laser-ablated in oil, 99.99% target)",,Mineral,BS6500 light mineral base oil,0.101,392.0,four-ball,75 degC; 392 N (40 kgF); 1200 rpm; 30 min; ASTM D4172-94; AISI 52100 steel balls,0.09,0.049,45.6,WSD,651.0,563.0,13.5,um,p.S69 text (Fig 4),p.S69 text (Fig 4),in the light base oil the maximum concentration was 900mg/L and the WSD decrease to 563 um and the CoF to 0.049,Med,Conc 900 mg/L converted to ~0.101 wt% (oil density 0.89 g/mL). Bi NP 3-65 nm (light-oil NPs generally smaller); size blank. Conclusions state light oil CoF 0.091->0.052 (~43%); used Results-text baseline 0.09 / nano 0.049. Max conc; intermediate concs only in figures.,folder-PDF,,,0.101,392.0,0.09,0.049,45.6,651.0,563.0,13.5,mg/L,1,0,0,0,0,1,0,0,0,0,0,1,1,1,42.5
D038,[22],Chou 2010 Tribol Int,10.1016/j.triboint.2010.08.006,Metal,"Ni (nickel, 99.5%, nearly spherical, APS 20 nm)",20.0,PAO,PAO6 (polyalphaolefin 6),0.5,165.0,block-on-ring (TE53 SLIM),165 N (99 MPa); 2 m/s; 3066 m; mixed lubrication; AISI D3 ring / AISI 1045 block; wear = weight loss; NP dispersed by ultrasonic probe 30 min,,,30.0,mass-loss,,,54.0,mg,p.2328 text (Fig 3),p.2329 text (Fig 4),suspension with 0.5wt% of Ni20 had the best tribological behavior with 30% of friction reduction...exhibiting 54% of wear reduction,High,Best-performing conc. Absolute COF and wear (mg) only in Figs 2-4; reduction % explicit in text. Four-ball EP test (ASTM D2783) also run: load-wear index up 3.4-30.8%.,folder-PDF,,20.0,0.5,165.0,,,30.0,,,54.0,wt%,1,0,0,0,0,0,1,0,0,0,0,1,1,0,20.0
D039,[22],Chou 2010 Tribol Int,10.1016/j.triboint.2010.08.006,Metal,"Ni (nickel, 99.5%, nearly spherical, APS 20 nm)",20.0,PAO,PAO6 (polyalphaolefin 6),1.0,165.0,block-on-ring (TE53 SLIM),165 N (99 MPa); 2 m/s; 3066 m; mixed lubrication; AISI D3 ring / AISI 1045 block; wear = weight loss,,,7.0,mass-loss,,,,mg,p.2328 text (Fig 3),Fig 4,suspensions with 1 and 2wt% of Ni20 had approximately 7% of friction reduction,Med,"Friction ~7% (approximate). Wear reduction not numerically stated for 1 wt% (lies between 5% and 54%, shown only in Fig 4). Absolute values figure-only.",folder-PDF,,20.0,1.0,165.0,,,7.0,,,,wt%,1,0,0,0,0,0,1,0,0,0,0,1,0,0,20.0
D040,[22],Chou 2010 Tribol Int,10.1016/j.triboint.2010.08.006,Metal,"Ni (nickel, 99.5%, nearly spherical, APS 20 nm)",20.0,PAO,PAO6 (polyalphaolefin 6),2.0,165.0,block-on-ring (TE53 SLIM),165 N (99 MPa); 2 m/s; 3066 m; mixed lubrication; AISI D3 ring / AISI 1045 block; wear = weight loss,,,7.0,mass-loss,,,5.0,mg,p.2328 text (Fig 3),p.2329 text (Fig 4),the worst was for the 2wt% one with 5% of wear reduction,Med,"Friction ~7% (approx); wear 5% (worst). Conclusions give overall friction 7-30%, wear 5-45% (Results text says 54% for 0.5wt%). Absolute values figure-only.",folder-PDF,,20.0,2.0,165.0,,,7.0,,,5.0,wt%,1,0,0,0,0,0,1,0,0,0,0,1,1,0,20.0
D041,[23],Kumara 2017 ACSAMI,10.1021/acsami.7b13683,Metal,"Ag (silver, 4-tert-butylbenzylthiol/TBBT-modified, core 1-3 nm)",2.0,PAO,PAO 4 cSt,0.19,100.0,reciprocating ball-on-flat (Plint TE77),100 N; 10 Hz; 10 mm stroke; 1000 m; RT; boundary lubrication; AISI 52100 ball on A2 tool steel flat; Hertzian 1.68 GPa; +2 wt% toluene co-solvent,,0.05,35.0,wear-volume,5.6,3.79,32.3,10^6 um3,p.14 text (Fig 4),Table 2,the oils containing the two TBBT-modified NPs...showed similar friction behavior with ~35% reduction compared to the neat base oil,High,"TBBT NPs required 2 wt% toluene co-solvent. Friction ~35% approx (Fig 4); nano COF ~0.05 (p.23 text). Wear = total (ball+flat) volume, Table 2: 5.60->3.79 x10^6 um3. Size range 1-3 nm. Ag content 0.11 wt%.",folder-PDF,,2.0,0.19,100.0,,0.05,35.0,5.6,3.79,32.3,wt%,1,0,0,0,0,0,1,0,0,0,0,1,1,0,2.0
D042,[23],Kumara 2017 ACSAMI,10.1021/acsami.7b13683,Metal,"Ag (silver, 4-tert-butylbenzylthiol/TBBT-modified, core 4-5 nm)",4.5,PAO,PAO 4 cSt,0.38,100.0,reciprocating ball-on-flat (Plint TE77),100 N; 10 Hz; 10 mm stroke; 1000 m; RT; boundary lubrication; AISI 52100 ball on A2 tool steel flat; Hertzian 1.68 GPa; +2 wt% toluene co-solvent,,0.05,35.0,wear-volume,5.6,0.98,82.5,10^6 um3,p.14 text (Fig 4),Table 2,the two TBBT-modified NPs (Ag core sizes 1-3 and 4-5 nm) showed similar friction behavior with ~35% reduction compared to the neat base oil,High,+2 wt% toluene co-solvent. Friction ~35% approx (Fig 4); nano COF ~0.05. Wear total 0.98 vs 5.60 x10^6 um3 (Table 2). Size range 4-5 nm. Ag content 0.25 wt%.,folder-PDF,,4.5,0.38,100.0,,0.05,35.0,5.6,0.98,82.5,wt%,1,0,0,0,0,0,1,0,0,0,0,1,1,0,4.5
D043,[23],Kumara 2017 ACSAMI,10.1021/acsami.7b13683,Metal,"Ag (silver, dodecanethiol/C12-modified, core 3-6 nm)",4.5,PAO,PAO 4 cSt,0.5,100.0,reciprocating ball-on-flat (Plint TE77),100 N; 10 Hz; 10 mm stroke; 1000 m; RT; boundary lubrication; AISI 52100 ball on A2 tool steel flat; Hertzian 1.68 GPa; NP-C12 dissolved directly (no toluene),,0.065,15.0,wear-volume,5.6,0.79,85.9,10^6 um3,p.14 text (Fig 4),Table 2,The best performance was achieved by using the NP-C12 alone with the total material loss reduced by >85%,High,"NP-C12 used alone (no toluene). Friction ~15% approx (Fig 4; nano COF ~0.065, p.23). Wear total 0.79 vs 5.60 x10^6 um3 (Table 2); paper states >85%. Also tested at 0.10/0.25 wt% (SI) with weaker protection. Size range 3-6 nm. Ag content 0.35 wt%.",folder-PDF,,4.5,0.5,100.0,,0.065,15.0,5.6,0.79,85.9,wt%,1,0,0,0,0,0,1,0,0,0,0,1,1,0,4.5
D044,[25],Jiao 2011 Appl Surf Sci,10.1016/j.apsusc.2011.01.084,Hybrid,"Al2O3/SiO2 (alumina/silica composite, silane KH560-modified)",70.0,Mineral,"mineral oil (industrial, unspecified grade)",0.5,147.0,four-ball,348 K (75 degC); 1450 rpm; 147 N; 1800 s,0.035,0.028,20.0,WSD,442.92,344.75,22.2,um,p.5722 text (Fig 4),p.5722 text (Fig 5),"anti-friction effect of sample D is 0.028, but the friction coefficient of Sample A is 0.035",High,Optimum conc 0.5 wt% (Sample D). Four-ball. WSD 442.92 (Sample A) -> 344.75 um (reduced by 98.17 um). Composite ~70 nm. Same suspension also thrust-ring (next row).,folder-PDF,,70.0,0.5,147.0,0.035,0.028,20.0,442.92,344.75,22.2,wt%,0,0,0,0,1,1,0,0,0,0,0,1,1,0,70.0
D045,[25],Jiao 2011 Appl Surf Sci,10.1016/j.apsusc.2011.01.084,Hybrid,"Al2O3/SiO2 (alumina/silica composite, silane KH560-modified)",70.0,Mineral,"mineral oil (industrial, unspecified grade)",0.5,200.0,thrust-ring,348 K (75 degC); 1200 rpm; 200 N; 1800 s,0.06,0.03,50.0,,,,,,Table 2 (p.5723),,"when the concentration of additive was 0.5wt.%, the average friction coefficient is 0.032, which is reduced of 0.027 in comparison with sample A",High,"Same 0.5 wt% Al2O3/SiO2 suspension, thrust-ring (200 N). Table 2: 0.06->0.03, 50% reduction (text 0.032). Wear only qualitative (SEM). Row split from four-ball row (different tester/load).",folder-PDF,,70.0,0.5,200.0,0.06,0.03,50.0,,,,wt%,0,0,0,0,1,1,0,0,0,0,0,1,0,0,70.0
D046,[25],Jiao 2011 Appl Surf Sci,10.1016/j.apsusc.2011.01.084,Metal-Oxide,Al2O3 (pure alumina nanoparticles),,Mineral,"mineral oil (industrial, unspecified grade)",0.5,200.0,thrust-ring,348 K (75 degC); 1200 rpm; 200 N; 1800 s,0.09,0.07,22.0,,,,,,Table 2 (p.5723),,Reduction percentage of friction coefficient: Al2O3 0.09->0.07 = 22% at 0.5wt% (Table 2),High,"Pure Al2O3 comparison, thrust-ring, 0.5 wt%. Table 2. Particle size not separately reported for pure NPs (blank).",folder-PDF,,,0.5,200.0,0.09,0.07,22.0,,,,wt%,0,1,0,0,0,1,0,0,0,0,0,1,0,1,20.0
D047,[25],Jiao 2011 Appl Surf Sci,10.1016/j.apsusc.2011.01.084,Metal-Oxide,SiO2 (pure silica nanoparticles),,Mineral,"mineral oil (industrial, unspecified grade)",0.5,200.0,thrust-ring,348 K (75 degC); 1200 rpm; 200 N; 1800 s,0.08,0.06,25.0,,,,,,Table 2 (p.5723),,Reduction percentage of friction coefficient: SiO2 0.08->0.06 = 25% at 0.5wt% (Table 2),High,"Pure SiO2 comparison, thrust-ring, 0.5 wt%. Table 2. Particle size not separately reported for pure NPs (blank).",folder-PDF,,,0.5,200.0,0.08,0.06,25.0,,,,wt%,0,1,0,0,0,1,0,0,0,0,0,1,0,1,20.0
D048,[27],Wu 2017 Tribol Int,10.1016/j.triboint.2017.01.013,Metal-Oxide,"TiO2 (P25, 75% anatase / 25% rutile)",20.0,Water-Based,deionised water + PEI surfactant + 10 vol% glycerol,0.2,50.0,"ball-on-disk (Rtec MFT-5000), method M-II continuous",RT; 50 N; 20 mm/s; 10 min; disk immersed in fluid; E52100 Cr steel ball (9.5mm) on low-C microalloyed steel disk,,,,wear-area,1371.0,1042.0,24.0,um2,,Fig 12 (M-II disk),"water lubrication...wear area along Z axis (depth) is 1371 um2. While with addition of TiO2 at 0.2 and 0.8 wt.%, the wear areas decrease to around 1000 um2",High,"M-II continuous. Disk cross-sectional wear area (um2, 3D profile); baseline = water. 'wear-area' is outside std enum. Lubricant = water+PEI+10vol% glycerol. COF not numeric for 0.2 wt%.",folder-PDF,,20.0,0.2,50.0,,,,1371.0,1042.0,24.0,vol%,0,1,0,0,0,0,0,0,0,1,0,0,1,0,20.0
D049,[27],Wu 2017 Tribol Int,10.1016/j.triboint.2017.01.013,Metal-Oxide,"TiO2 (P25, 75% anatase / 25% rutile)",20.0,Water-Based,deionised water + PEI surfactant + 10 vol% glycerol,0.4,50.0,"ball-on-disk (Rtec MFT-5000), method M-I dry+lubricant",RT; 50 N; 20 mm/s; 5 min dry + 5 min lubricant addition; E52100 ball on low-C steel disk,,,,wear-area,2239.0,1821.0,18.7,um2,,Fig 10 (M-I ball),"water produces a wear area of 2239 um2...lubricants with additions of 0.4, 0.8 and 4.0 wt.% TiO2 result in much smaller wear areas",High,M-I ball cross-sectional wear area (um2); baseline = water. COF not numeric for 0.4 wt%.,folder-PDF,,20.0,0.4,50.0,,,,2239.0,1821.0,18.7,wt%,0,1,0,0,0,0,0,0,0,1,0,0,1,0,20.0
D050,[27],Wu 2017 Tribol Int,10.1016/j.triboint.2017.01.013,Metal-Oxide,"TiO2 (P25, 75% anatase / 25% rutile)",20.0,Water-Based,deionised water + PEI surfactant + 10 vol% glycerol,0.8,50.0,"ball-on-disk (Rtec MFT-5000), method M-I dry+lubricant",RT; 50 N; 20 mm/s; 5 min dry + 5 min lubricant addition; E52100 ball on low-C steel disk,,,49.5,wear-area,2239.0,1451.0,35.2,um2,Conclusion; Fig 9a,Fig 10 (M-I ball),"The COF and ball wear can be decreased by 49.5% and 97.8%, respectively, compared to those obtained from the dry condition",Med,"QC-FLAG: mixed baseline - COF reduction (49.5%) vs DRY, wear-area (35.2%) vs WATER; paper headline wear=97.8% vs dry. | OPTIMUM 0.8 wt%. cof_reduction 49.5% is vs DRY (Conclusion); absolute COF only Fig 9a. Ball wear 97.8% vs dry (Conclusion) is inconsistent with Fig 10 areas; wear_reduction 35.2% computed vs WATER (2239->1451 um2). M-II disk 1001 vs water 1371 = 27.0%. Note baselines differ: COF vs dry, wear vs water.",folder-PDF,,20.0,0.8,50.0,,,49.5,2239.0,1451.0,35.2,wt%,0,1,0,0,0,0,0,0,0,1,0,1,1,0,20.0
D051,[27],Wu 2017 Tribol Int,10.1016/j.triboint.2017.01.013,Metal-Oxide,"TiO2 (P25, 75% anatase / 25% rutile)",20.0,Water-Based,deionised water + PEI surfactant + 10 vol% glycerol,4.0,50.0,"ball-on-disk (Rtec MFT-5000), method M-I dry+lubricant",RT; 50 N; 20 mm/s; 5 min dry + 5 min lubricant addition; E52100 ball on low-C steel disk,,,,wear-area,2239.0,1958.0,12.5,um2,,Fig 10 (M-I ball),"the water-based lubricants with additions of 0.4, 0.8 and 4.0 wt.% TiO2 result in much smaller wear areas than that caused by water",High,M-I ball wear area (um2); baseline = water. Above optimum: less improvement than 0.8 wt%. COF not numeric.,folder-PDF,,20.0,4.0,50.0,,,,2239.0,1958.0,12.5,wt%,0,1,0,0,0,0,0,0,0,1,0,0,1,0,20.0
D052,[27],Wu 2017 Tribol Int,10.1016/j.triboint.2017.01.013,Metal-Oxide,"TiO2 (P25, 75% anatase / 25% rutile)",20.0,Water-Based,deionised water + PEI surfactant + 10 vol% glycerol,4.0,50.0,"ball-on-disk (Rtec MFT-5000), method M-II continuous",RT; 50 N; 20 mm/s; 10 min; disk immersed; E52100 ball on low-C steel disk,,,,wear-area,1371.0,1977.0,-44.2,um2,,Fig 12 (M-II disk),"the wear area increases to 1977 um2 when lubricated by 4.0 wt.% TiO2, which is the highest among all the lubrication conditions",High,M-II disk. NEGATIVE reduction: wear INCREASED ~44% vs water (nanoparticle agglomeration at high conc). Deterioration datapoint.,folder-PDF,,20.0,4.0,50.0,,,,1371.0,1977.0,-44.2,wt%,0,1,0,0,0,0,0,0,0,1,0,0,1,0,20.0
D053,[28],Azman 2018 Green Mater,10.1680/jgrma.17.00026,Metal-Oxide,"CuO (copper(II) oxide, 79.87% Cu / 20.10% O, 99%, spherical)",40.0,Vegetable-Bio,RBD palm kernel oil (PKO),0.34,9.81,pin-on-disc (Ducom TR-20LE),0.2 m/s; 9.81 N; 0.93 GPa; 60 min; RT; aluminium A1100 pin on SKD11 tool steel disc; ASTM G99,,,56.0,WSD,,,48.0,mm,Abstract; p.4 text (Fig 4),Abstract; p.4 text (Fig 4),"Both the COF and WSD of PKO appeared to have decreased dramatically when copper (II) oxide nanoparticles were added - by 56 and 48%, respectively",High,SINGLE-concentration study (only 0.34 wt% CuO); baseline = neat PKO. Absolute COF/WSD only in Fig 4 (WSD axis in mm). Also reduced pin surface roughness 43.7% (Ra 0.244->0.123 um). Compared vs SAE40 mineral oil. Manifest expected_dp 5 but paper tests one conc -> 1 row.,folder-PDF,,40.0,0.34,9.81,,,56.0,,,48.0,wt%,0,1,0,0,0,0,0,0,1,0,0,1,1,0,40.0
D054,[29],Yang 2016 J Nanosci Nanotechnol,10.1166/jnn.2016.12394,Metal-Oxide,CuO (dual-coated: sodium oleate + OP-10),20.0,Water-Based,deionized water,0.2,147.0,MSR-10D four-ball,"1440 rpm, room temp, 10 min",,,69.2,WSD,,,54.8,mm,p.9686 text (Fig 5a),p.9686 text (Fig 5b),"friction coefficient reduce 69.2%,66.8% and 58.8% under 147N,196N,245N; WSD decrease nearly 54.8%,55.1%,52.9%",High,conc 0.2 vt.%=0.2 vol% (not wt%); optimum conc; CuO ~20nm dual-coated (SOA+OP-10); base=DI water; absolute COF/WSD only in Fig 5,folder-PDF,,20.0,0.2,147.0,,,69.2,,,54.8,vol%,0,1,0,0,0,0,0,0,0,1,0,1,1,0,20.0
D055,[29],Yang 2016 J Nanosci Nanotechnol,10.1166/jnn.2016.12394,Metal-Oxide,CuO (dual-coated: sodium oleate + OP-10),20.0,Water-Based,deionized water,0.2,196.0,MSR-10D four-ball,"1440 rpm, room temp, 10 min",,,66.8,WSD,,,55.1,mm,p.9686 text (Fig 5a),p.9686 text (Fig 5b),"friction coefficient reduce 69.2%,66.8% and 58.8% under 147N,196N,245N; WSD decrease nearly 54.8%,55.1%,52.9%",High,conc 0.2 vt.%=0.2 vol% (not wt%); optimum conc; CuO ~20nm dual-coated (SOA+OP-10); base=DI water; absolute COF/WSD only in Fig 5,folder-PDF,,20.0,0.2,196.0,,,66.8,,,55.1,vol%,0,1,0,0,0,0,0,0,0,1,0,1,1,0,20.0
D056,[29],Yang 2016 J Nanosci Nanotechnol,10.1166/jnn.2016.12394,Metal-Oxide,CuO (dual-coated: sodium oleate + OP-10),20.0,Water-Based,deionized water,0.2,245.0,MSR-10D four-ball,"1440 rpm, room temp, 10 min",,,58.8,WSD,,,52.9,mm,p.9686 text (Fig 5a),p.9686 text (Fig 5b),"friction coefficient reduce 69.2%,66.8% and 58.8% under 147N,196N,245N; WSD decrease nearly 54.8%,55.1%,52.9%",High,conc 0.2 vt.%=0.2 vol% (not wt%); optimum conc; CuO ~20nm dual-coated (SOA+OP-10); base=DI water; absolute COF/WSD only in Fig 5,folder-PDF,,20.0,0.2,245.0,,,58.8,,,52.9,vol%,0,1,0,0,0,0,0,0,0,1,0,1,1,0,20.0
D057,[30],Hernandez Battez 2008 Wear,10.1016/j.wear.2007.11.013,Metal-Oxide,ZnO,20.0,PAO,PAO 6,0.5,165.0,TE53SLIM block-on-ring,"165 N, 2 m/s, 3066 m sliding, room temp, mixed lubrication",,,20.5,mass-loss,1.1,0.49,54.5,mg,Fig 5 (friction-reduction bars),Fig 6 (wear-reduction bars),suspensions with 0.5% of ZnO and ZrO2 had the best general tribological behaviour,Med,best-overall suspension (max friction reduction); base mu~0.0192; values read from Fig 5/6 bars,folder-PDF,,20.0,0.5,165.0,,,20.5,1.1,0.49,54.5,wt%,0,1,0,0,0,0,1,0,0,0,0,1,1,0,20.0
D058,[30],Hernandez Battez 2008 Wear,10.1016/j.wear.2007.11.013,Metal-Oxide,CuO,40.0,PAO,PAO 6,2.0,165.0,TE53SLIM block-on-ring,"165 N, 2 m/s, 3066 m sliding, room temp, mixed lubrication",,,4.0,mass-loss,1.1,0.4,63.5,mg,Fig 5 (friction-reduction bars),Fig 6 (wear-reduction bars),"PAO 6+2%CuO ... exhibited the lowest wear, with a reduction of about 60% in comparison with pure PAO 6",Med,lowest wear of all but highest friction; text says ~60% (Fig 6 bar ~63.5%); CuO 30-50nm (mean 40); base mu~0.0192,folder-PDF,,40.0,2.0,165.0,,,4.0,1.1,0.4,63.5,wt%,0,1,0,0,0,0,1,0,0,0,0,1,1,0,40.0
D059,[30],Hernandez Battez 2008 Wear,10.1016/j.wear.2007.11.013,Metal-Oxide,ZrO2,25.0,PAO,PAO 6,0.5,165.0,TE53SLIM block-on-ring,"165 N, 2 m/s, 3066 m sliding, room temp, mixed lubrication",,,21.0,mass-loss,1.1,0.49,54.5,mg,Fig 5 (friction-reduction bars),Fig 6 (wear-reduction bars),lowest friction coefficient (max friction reduction) of all tested suspensions was found for 0.5% of ZnO and ZrO2,Med,best-overall suspension (max friction reduction); ZrO2 20-30nm (mean 25); values from Fig 5/6 bars,folder-PDF,,25.0,0.5,165.0,,,21.0,1.1,0.49,54.5,wt%,0,1,0,0,0,0,1,0,0,0,0,1,1,0,25.0
D060,[30],Hernandez Battez 2008 Wear,10.1016/j.wear.2007.11.013,Metal-Oxide,CuO,40.0,PAO,PAO 6,1.0,165.0,TE53SLIM block-on-ring,"165 N, 2 m/s, 3066 m sliding, room temp, mixed lubrication",,,19.0,mass-loss,1.1,0.6,45.5,mg,Fig 5 (friction-reduction bars),Fig 6 (wear-reduction bars),lowest friction coefficient was obtained at 1% ... of CuO for PAO 6+CuO suspensions,Med,lowest friction of CuO series; CuO 30-50nm (mean 40); values from Fig 5/6 bars,folder-PDF,,40.0,1.0,165.0,,,19.0,1.1,0.6,45.5,wt%,0,1,0,0,0,0,1,0,0,0,0,1,1,0,40.0
D061,[32],Cortes & Ortega 2019 Lubricants,10.3390/lubricants7090076,Metal-Oxide,SiO2,25.0,Vegetable-Bio,coconut oil,0.25,40.0,custom block-on-ring (COF) + crossed-cylinder (wear),"COF: block-on-ring 40N ~106MPa; wear: crossed-cylinder 25N ~1.4GPa EP; 25C, 300rpm, 1800s",0.04,0.0224,44.0,wear-volume,0.3379,0.2503,25.92,mm3,Fig 10 (data labels),Fig 11 (data labels),wear volume loss lowered 37%/33% (SiO2/CuO); COF decreased 93.75%/93.25% (SiO2 1.25%/CuO 0.5%) vs coconut oil,Med,value from Fig 10/11 data labels; SiO2 20-30nm / CuO 30-40nm (Table1); manifest listed TiO2 but paper tested only SiO2+CuO,folder-PDF,,25.0,0.25,40.0,0.04,0.0224,44.0,0.3379,0.2503,25.92,wt%,0,1,0,0,0,0,0,0,1,0,0,1,1,0,25.0
D062,[32],Cortes & Ortega 2019 Lubricants,10.3390/lubricants7090076,Metal-Oxide,SiO2,25.0,Vegetable-Bio,coconut oil,0.5,40.0,custom block-on-ring (COF) + crossed-cylinder (wear),"COF: block-on-ring 40N ~106MPa; wear: crossed-cylinder 25N ~1.4GPa EP; 25C, 300rpm, 1800s",0.04,0.0339,15.25,wear-volume,0.3379,0.3379,0.0,mm3,Fig 10 (data labels),Fig 11 (data labels),wear volume loss lowered 37%/33% (SiO2/CuO); COF decreased 93.75%/93.25% (SiO2 1.25%/CuO 0.5%) vs coconut oil,Med,value from Fig 10/11 data labels; SiO2 20-30nm / CuO 30-40nm (Table1); manifest listed TiO2 but paper tested only SiO2+CuO,folder-PDF,,25.0,0.5,40.0,0.04,0.0339,15.25,0.3379,0.3379,0.0,wt%,0,1,0,0,0,0,0,0,1,0,0,1,1,0,25.0
D063,[32],Cortes & Ortega 2019 Lubricants,10.3390/lubricants7090076,Metal-Oxide,SiO2,25.0,Vegetable-Bio,coconut oil,0.75,40.0,custom block-on-ring (COF) + crossed-cylinder (wear),"COF: block-on-ring 40N ~106MPa; wear: crossed-cylinder 25N ~1.4GPa EP; 25C, 300rpm, 1800s",0.04,0.0217,45.75,wear-volume,0.3379,0.2753,18.53,mm3,Fig 10 (data labels),Fig 11 (data labels),wear volume loss lowered 37%/33% (SiO2/CuO); COF decreased 93.75%/93.25% (SiO2 1.25%/CuO 0.5%) vs coconut oil,Med,value from Fig 10/11 data labels; SiO2 20-30nm / CuO 30-40nm (Table1); manifest listed TiO2 but paper tested only SiO2+CuO,folder-PDF,,25.0,0.75,40.0,0.04,0.0217,45.75,0.3379,0.2753,18.53,wt%,0,1,0,0,0,0,0,0,1,0,0,1,1,0,25.0
